store_ID,day_of_week,nb_customers_on_day,open,promotion,state_holiday,school_holiday,day,month,year,saless
861,4,629,1,1,0,1,28,3,2013,5460.22
743,7,0,0,0,0,0,26,10,2014,0.0
171,7,0,0,0,0,0,19,1,2014,0.0
157,5,975,1,0,0,0,13,6,2014,8051.8
176,2,657,1,0,0,0,12,2,2013,5020.21
542,5,509,1,0,0,0,14,2,2014,5081.99
981,3,874,1,0,0,0,13,5,2015,7155.22
183,1,498,1,1,0,0,2,2,2015,6504.53
1001,4,635,1,1,0,0,18,9,2014,5880.0
284,5,0,0,1,2,1,18,4,2014,0.0
1044,7,0,0,0,0,0,17,3,2013,0.0
1024,7,0,0,0,0,0,17,2,2013,0.0
282,5,597,1,0,0,0,13,2,2015,4946.48
839,7,0,0,0,0,0,7,6,2015,0.0
856,1,965,1,0,0,0,7,7,2014,6891.22
256,5,1456,1,1,0,0,27,9,2013,12145.16
643,6,757,1,0,0,0,15,3,2014,7004.16
986,6,626,1,0,0,0,13,9,2014,4907.3
290,1,0,0,0,1,0,25,5,2015,0.0
246,7,0,0,0,0,0,15,9,2013,0.0
684,3,444,1,0,0,0,27,2,2013,4807.05
198,3,230,1,0,0,0,26,3,2014,1797.55
755,7,0,0,0,0,0,21,4,2013,0.0
75,2,637,1,1,0,0,19,11,2013,7421.27
779,2,737,1,1,0,0,21,1,2014,7547.66
572,5,602,1,1,0,0,24,10,2014,7003.99
672,3,1690,1,1,0,1,31,7,2013,13100.92
398,2,476,1,0,0,0,26,2,2013,4119.31
978,5,1009,1,1,0,0,22,2,2013,7475.11
433,1,605,1,0,0,0,11,3,2013,4958.34
668,6,1092,1,0,0,0,18,1,2014,8029.88
525,1,926,1,0,0,0,25,8,2014,8734.55
397,7,0,0,0,0,0,11,5,2014,0.0
565,4,635,1,0,0,0,16,1,2014,4627.25
293,3,866,1,1,0,0,20,3,2013,7299.64
896,5,1000,1,1,0,0,21,2,2014,6818.73
1020,7,0,0,0,0,0,15,3,2015,0.0
103,1,477,1,0,0,0,13,10,2014,4202.44
1095,7,0,0,0,0,0,7,6,2015,0.0
864,2,560,1,0,0,0,29,1,2013,4049.6
1054,2,551,1,0,0,0,25,2,2014,4589.72
800,3,455,1,0,0,0,25,6,2014,4403.85
764,2,410,1,1,0,0,17,2,2015,4427.24
745,3,725,1,1,0,1,22,10,2014,8035.1
1057,6,692,1,0,0,0,13,9,2014,6529.74
661,4,630,1,1,0,0,31,7,2014,7675.9
644,4,0,0,1,0,0,19,3,2015,0.0
907,5,952,1,0,0,1,2,1,2015,8223.89
1061,5,600,1,1,0,0,7,3,2014,7950.33
110,5,591,1,1,0,0,3,7,2015,5689.49
164,1,635,1,0,0,0,6,7,2015,5757.96
366,6,325,1,0,0,0,27,7,2013,3169.51
599,5,901,1,1,0,0,21,2,2014,9011.07
484,4,629,1,1,0,1,10,10,2013,5786.4
153,6,357,1,0,0,0,18,1,2014,3229.46
214,7,0,0,0,0,0,2,2,2014,0.0
1012,7,0,0,0,0,0,17,2,2013,0.0
161,3,710,1,1,0,0,20,3,2013,7049.79
418,1,481,1,0,0,0,24,6,2013,4158.53
513,6,2040,1,0,0,0,18,1,2014,17005.66
75,1,675,1,1,0,0,27,5,2013,6518.08
926,7,0,0,0,0,0,22,6,2014,0.0
1064,3,630,1,0,0,1,31,12,2014,5099.03
427,4,0,0,0,1,0,3,10,2013,0.0
291,2,968,1,1,0,0,27,8,2013,8737.39
809,2,819,1,1,0,0,19,2,2013,8509.65
284,6,509,1,0,0,0,24,1,2015,5465.74
57,5,949,1,0,0,0,29,5,2015,9873.08
212,2,544,1,0,0,1,2,4,2013,5603.61
638,1,597,1,1,0,0,30,6,2014,7383.06
649,4,465,1,1,0,1,1,8,2013,4811.13
992,1,904,1,1,0,1,26,8,2013,8560.89
1091,6,575,1,0,0,0,29,6,2013,5871.79
333,6,1080,1,0,0,0,8,6,2013,8712.2
702,3,276,1,0,0,0,25,3,2015,3066.58
924,6,279,1,0,0,0,16,3,2013,2829.15
492,2,1257,1,1,0,0,17,3,2015,9621.84
954,2,979,1,1,0,0,16,6,2015,8763.52
333,1,1506,1,1,0,0,3,6,2013,13024.36
264,2,1246,1,1,0,0,16,12,2014,12434.58
240,7,0,0,0,0,0,22,9,2013,0.0
205,6,810,1,0,0,0,29,6,2013,7324.92
487,4,576,1,0,0,0,14,11,2013,5229.29
157,1,1414,1,1,0,1,12,8,2013,14159.35
340,4,657,1,0,0,0,14,3,2013,5070.76
623,1,796,1,0,0,0,10,6,2013,5981.6
101,5,723,1,0,0,0,27,3,2015,6769.47
456,1,787,1,0,0,1,20,7,2015,6332.34
319,7,0,0,0,0,0,6,1,2013,0.0
18,6,565,1,0,0,0,13,12,2014,5381.36
954,7,0,0,0,0,0,26,1,2014,0.0
414,2,474,1,1,0,0,17,3,2015,6340.46
619,1,414,1,0,0,0,20,7,2015,3886.83
112,5,745,1,0,0,0,19,4,2013,6428.97
118,1,814,1,1,0,1,20,10,2014,8764.77
13,4,291,1,0,0,1,9,4,2015,3814.65
806,3,561,1,1,0,0,2,4,2014,7472.75
985,6,961,1,0,0,0,13,12,2014,8046.53
246,4,919,1,0,0,0,28,11,2013,7339.3
785,3,549,1,1,0,0,22,10,2014,5764.14
361,3,594,1,0,0,1,29,10,2014,5135.96
468,6,895,1,0,0,0,28,6,2014,7493.85
958,1,669,1,0,0,0,15,4,2013,4891.7
552,6,428,1,0,0,0,12,7,2014,4607.61
5,4,587,1,1,0,0,4,9,2014,5184.43
720,1,732,1,0,0,0,7,7,2014,6439.03
1016,2,653,1,1,0,0,30,4,2013,6832.27
315,3,457,1,1,0,0,20,5,2015,4781.74
1049,7,0,0,0,0,0,29,3,2015,0.0
909,1,0,0,0,1,0,20,5,2013,0.0
843,4,1081,1,0,0,0,14,2,2013,8178.4
582,6,617,1,0,0,0,12,10,2013,5371.17
487,5,779,1,1,0,0,12,4,2013,7854.92
1020,6,1350,1,0,0,1,19,4,2014,11049.19
46,5,990,1,1,0,1,31,5,2013,12278.37
754,2,1315,1,1,0,0,4,2,2014,11316.34
1032,3,865,1,1,0,0,12,11,2014,7551.31
212,7,0,0,0,0,0,31,5,2015,0.0
219,6,359,1,0,0,0,30,3,2013,2907.36
263,4,416,1,1,0,1,28,3,2013,4734.83
163,2,927,1,1,0,0,18,3,2014,9155.07
827,6,1963,1,0,0,0,26,10,2013,14247.86
1081,1,1418,1,1,0,0,24,11,2014,13405.99
460,6,170,1,0,0,0,20,4,2013,1579.31
640,4,862,1,1,0,0,13,11,2014,10587.79
18,7,0,0,0,0,0,11,5,2014,0.0
720,1,697,1,0,0,1,8,7,2013,6389.6
619,6,271,1,0,0,0,20,7,2013,2783.9
688,4,345,1,0,0,0,30,1,2014,3383.23
768,7,0,0,0,0,0,3,5,2015,0.0
115,7,0,0,0,0,0,22,9,2013,0.0
185,1,679,1,1,0,1,7,10,2013,8558.44
127,2,492,1,0,0,0,25,2,2014,3911.6
367,1,509,1,0,0,0,12,5,2014,4386.97
340,6,499,1,0,0,0,8,3,2014,4826.16
388,2,1162,1,0,0,1,26,5,2015,9060.91
832,3,533,1,1,0,0,9,10,2013,6619.96
583,3,462,1,1,0,0,5,11,2014,4999.3
105,5,521,1,1,0,0,13,9,2013,4007.28
436,3,663,1,1,0,1,14,8,2013,6799.44
74,7,0,0,0,0,0,5,7,2015,0.0
167,3,1298,1,1,0,1,15,7,2015,11710.02
639,2,449,1,0,0,0,28,10,2014,3694.53
975,2,650,1,0,0,0,18,11,2014,5708.25
238,2,1285,1,1,0,0,8,10,2013,9186.04
775,5,615,1,0,0,0,11,4,2014,6427.31
212,7,0,0,0,0,0,9,3,2014,0.0
721,1,690,1,0,0,0,12,5,2014,5932.04
616,4,828,1,0,0,1,2,1,2014,7319.4
1075,5,961,1,0,0,0,15,2,2013,8551.08
977,7,0,0,0,0,0,24,5,2015,0.0
273,7,0,0,0,0,0,17,5,2015,0.0
639,3,463,1,0,0,1,23,4,2014,4074.23
827,2,0,0,0,0,1,28,10,2014,0.0
506,6,595,1,0,0,0,15,11,2014,5815.95
86,2,1003,1,1,0,0,17,12,2013,12031.41
105,5,586,1,1,0,0,19,9,2014,5887.85
1011,5,857,1,1,0,0,14,11,2014,8187.44
1088,7,0,0,0,0,0,20,1,2013,0.0
744,2,860,1,1,0,0,28,7,2015,10324.25
594,2,371,1,0,0,0,20,1,2015,4011.89
176,3,758,1,1,0,0,6,5,2015,6904.17
211,7,0,0,0,0,0,16,2,2014,0.0
281,7,0,0,0,0,0,27,4,2014,0.0
849,6,985,1,0,0,0,1,2,2014,8380.81
595,3,1519,1,0,0,1,23,4,2014,11955.65
695,4,469,1,0,0,0,13,6,2013,4300.79
249,4,569,1,1,0,0,9,10,2014,5674.17
878,2,1029,1,1,0,1,27,8,2013,9192.78
713,4,1101,1,0,0,0,13,3,2014,8370.07
85,5,894,1,0,0,0,11,4,2014,6792.76
460,5,390,1,1,0,1,17,5,2013,4256.84
1095,1,851,1,1,0,0,5,5,2014,7954.81
1097,7,2394,1,0,0,0,6,10,2013,10894.3
146,3,538,1,0,0,1,24,7,2013,5279.78
672,4,1134,1,1,0,0,29,1,2015,9468.43
495,3,312,1,0,0,0,26,3,2014,3520.81
683,2,727,1,0,0,1,22,7,2014,6208.1
264,4,817,1,1,0,0,13,11,2014,6526.97
391,1,0,0,0,0,1,19,8,2013,0.0
1048,2,635,1,1,0,0,30,4,2013,7388.05
499,6,772,1,0,0,0,10,1,2015,6320.0
410,1,669,1,0,0,0,28,1,2013,4807.55
585,1,903,1,1,0,0,18,5,2015,9279.34
999,7,0,0,0,0,0,23,11,2014,0.0
979,3,752,1,0,0,0,13,5,2015,6260.18
1115,7,0,0,0,0,0,22,6,2014,0.0
61,2,451,1,0,0,0,23,7,2013,3246.39
650,5,629,1,0,0,0,10,7,2015,6190.53
112,7,0,0,0,0,0,11,5,2014,0.0
691,4,556,1,1,0,0,20,3,2014,6773.57
400,1,1627,1,1,0,0,7,10,2013,14247.87
161,3,0,0,0,3,1,25,12,2013,0.0
276,7,0,0,0,0,0,8,6,2014,0.0
970,1,577,1,1,0,0,2,2,2015,6365.56
36,3,1153,1,1,0,0,20,3,2013,9351.6
168,2,736,1,0,0,0,7,5,2013,6772.31
622,4,486,1,1,0,0,6,2,2014,5317.5
506,3,1032,1,1,0,0,19,3,2014,9596.62
819,3,570,1,1,0,1,29,7,2015,6493.18
230,2,993,1,1,0,0,4,11,2014,8432.97
269,3,1640,1,1,0,1,16,4,2014,13849.34
213,6,506,1,0,0,0,5,1,2013,5020.1
813,1,652,1,1,0,0,13,5,2013,6946.93
325,1,600,1,0,0,0,27,1,2014,5344.05
236,1,1107,1,1,0,0,19,5,2014,9752.72
6,3,799,1,1,0,0,30,4,2014,7955.36
567,1,935,1,1,0,0,4,2,2013,8654.44
586,5,2426,1,1,0,0,8,5,2015,17293.91
699,5,949,1,0,0,0,13,2,2015,7482.09
55,3,524,1,1,0,0,10,4,2013,5369.57
1050,1,550,1,1,0,0,15,6,2015,7069.63
392,1,820,1,0,0,1,29,12,2014,8206.17
52,6,544,1,0,0,0,13,7,2013,7551.43
816,7,0,0,0,0,0,25,1,2015,0.0
250,1,1018,1,1,0,0,2,12,2013,11341.6
476,7,0,0,0,0,0,27,1,2013,0.0
1015,3,487,1,1,0,0,15,5,2013,5605.05
453,4,753,1,0,0,1,16,10,2014,5721.81
423,3,1852,1,0,0,1,23,7,2014,9809.88
648,7,0,0,0,0,0,14,6,2015,0.0
563,7,0,0,0,0,0,7,6,2015,0.0
50,7,0,0,0,0,0,13,4,2014,0.0
206,7,0,0,0,0,0,15,12,2013,0.0
316,2,1023,1,1,0,0,4,11,2014,10855.56
1026,5,1088,1,0,0,0,26,9,2014,8163.84
609,6,267,1,0,0,0,15,3,2014,2615.61
368,4,741,1,1,0,0,27,11,2014,10249.69
261,3,743,1,0,0,0,25,2,2015,7331.56
48,5,357,1,0,0,0,27,6,2014,3225.23
46,2,595,1,0,0,0,10,12,2013,5496.03
516,1,630,1,0,0,1,13,10,2014,4669.67
551,3,1078,1,1,0,0,4,12,2013,10750.24
484,3,540,1,0,0,0,15,1,2014,4609.2
566,1,467,1,0,0,0,25,2,2013,4083.71
789,1,0,0,0,2,1,1,4,2013,0.0
788,6,1329,1,0,0,0,19,1,2013,14798.67
1014,6,521,1,0,0,0,16,5,2015,5303.88
113,3,651,1,0,0,1,23,4,2014,6099.36
426,4,527,1,0,0,0,11,9,2014,4284.15
133,6,416,1,0,0,0,10,8,2013,3296.81
586,2,3209,1,1,0,0,2,12,2014,21748.41
175,5,890,1,1,0,1,2,5,2014,8621.84
313,4,822,1,1,0,0,6,2,2014,7887.94
734,1,705,1,0,0,0,28,1,2013,5612.73
932,7,0,0,0,0,0,8,9,2013,0.0
239,2,555,1,1,0,0,4,3,2014,6796.84
943,5,576,1,0,0,0,14,3,2014,5700.73
789,5,492,1,1,0,0,13,9,2013,3717.49
786,4,441,1,0,0,1,2,1,2014,2903.31
964,2,1357,1,1,0,0,16,6,2015,10722.6
1023,6,607,1,0,0,0,22,2,2014,5733.04
98,3,467,1,0,0,0,11,12,2013,4912.13
167,3,633,1,0,0,1,24,12,2014,5504.16
728,2,410,1,1,0,0,13,1,2015,4947.47
1083,4,373,1,1,0,0,18,9,2014,5281.06
407,7,0,0,0,0,0,11,1,2015,0.0
898,5,739,1,1,0,1,2,8,2013,6871.75
912,1,659,1,0,0,0,24,3,2014,4733.42
48,1,478,1,0,0,0,9,12,2013,4776.78
776,4,571,1,1,0,1,31,7,2014,5957.33
1035,2,794,1,1,0,0,7,1,2014,7717.81
484,3,909,1,0,0,0,28,5,2014,7924.47
931,1,464,1,1,0,0,2,2,2015,5153.88
717,7,0,0,0,0,0,16,6,2013,0.0
950,3,668,1,1,0,1,27,3,2013,7533.75
663,4,522,1,1,0,1,15,8,2013,4654.14
111,5,562,1,0,0,1,29,8,2014,5491.82
539,4,1090,1,1,0,0,20,2,2014,10693.34
502,4,1847,1,1,0,0,4,12,2014,15601.8
832,6,545,1,0,0,1,9,8,2014,5254.01
853,3,1027,1,1,0,1,14,8,2013,9444.17
700,1,579,1,0,0,0,24,6,2013,4938.63
78,2,560,1,1,0,0,30,9,2014,6426.66
906,1,1279,1,0,0,1,29,12,2014,11129.46
653,7,0,0,0,0,0,15,6,2014,0.0
90,2,1134,1,1,0,0,25,11,2014,10327.04
556,4,869,1,1,0,0,27,11,2014,8376.68
46,4,556,1,1,0,0,25,4,2013,5936.52
282,1,817,1,1,0,0,16,6,2014,7675.74
601,7,0,0,0,0,0,19,4,2015,0.0
267,2,1144,1,0,0,1,2,4,2013,8082.74
712,2,730,1,1,0,0,29,4,2014,8640.55
503,3,431,1,1,0,0,4,3,2015,6303.09
1006,1,1295,1,0,0,1,30,12,2013,11223.66
791,4,738,1,1,0,1,24,10,2013,6956.22
596,6,787,1,0,0,0,28,2,2015,6295.66
215,4,518,1,0,0,0,31,1,2013,5691.88
718,4,871,1,1,0,0,16,7,2015,8548.91
1096,7,0,0,0,0,0,29,12,2013,0.0
681,6,436,1,0,0,0,8,6,2013,3587.96
90,4,0,0,1,1,0,19,6,2014,0.0
979,3,600,1,1,0,1,29,7,2015,7045.32
79,2,512,1,0,0,0,25,6,2013,4761.73
253,3,551,1,0,0,0,10,12,2014,5246.87
935,6,339,1,0,0,0,12,4,2014,2950.83
897,1,306,1,1,0,0,13,5,2013,3240.59
913,5,1139,1,1,0,0,22,2,2013,9054.68
72,6,285,1,0,0,0,1,3,2014,2861.93
703,5,389,1,1,0,1,3,7,2015,4094.18
492,5,1231,1,0,0,1,29,5,2015,9036.54
657,7,0,0,0,0,0,19,1,2014,0.0
150,2,805,1,1,0,0,27,1,2015,8373.87
699,1,949,1,0,0,0,30,9,2013,7632.05
562,4,2696,1,0,0,1,2,1,2014,15015.08
883,1,555,1,0,0,0,24,2,2014,4643.09
999,4,615,1,0,0,0,10,7,2014,7161.64
594,5,481,1,1,0,1,17,7,2015,4680.71
877,7,1103,1,0,0,0,22,12,2013,11064.04
401,5,734,1,1,0,0,22,11,2013,7871.73
262,5,3592,1,1,0,0,30,1,2015,22970.75
970,1,565,1,1,0,0,4,2,2013,6336.4
813,6,457,1,0,0,0,31,8,2013,3808.08
655,4,459,1,0,0,1,25,7,2013,4447.52
69,2,1240,1,1,0,0,13,1,2015,10743.26
722,6,2246,1,0,0,0,7,12,2013,14172.9
875,3,422,1,0,0,1,3,4,2013,4004.98
849,5,936,1,1,0,0,6,2,2015,8369.92
93,7,0,0,0,0,0,13,10,2013,0.0
368,3,993,1,1,0,0,18,12,2013,11997.16
767,1,569,1,0,0,0,22,6,2015,4924.77
616,4,772,1,0,0,0,23,4,2015,6835.84
351,3,471,1,1,0,0,11,9,2013,5599.91
91,7,0,0,0,0,0,22,12,2013,0.0
256,5,1280,1,1,0,1,1,8,2014,10782.39
454,6,236,1,0,0,0,21,9,2013,1948.98
195,4,1080,1,0,0,1,24,4,2014,8062.29
416,1,1790,1,1,0,0,1,6,2015,16539.93
1085,3,744,1,0,0,0,7,8,2013,6369.58
325,3,729,1,0,0,0,4,9,2013,5704.47
461,4,460,1,1,0,0,15,1,2015,4782.15
1051,2,1027,1,0,0,0,8,4,2014,6956.54
1009,1,562,1,1,0,0,27,4,2015,6977.56
326,5,503,1,1,0,0,19,6,2015,5210.56
806,7,0,0,0,0,0,15,2,2015,0.0
214,5,747,1,1,0,0,16,1,2015,10221.86
362,7,0,0,0,0,0,12,1,2014,0.0
121,7,0,0,0,0,0,31,5,2015,0.0
1038,2,378,1,0,0,0,27,5,2014,3870.68
1030,1,491,1,1,0,1,25,3,2013,5923.3
869,6,531,1,0,0,0,25,7,2015,4397.97
849,1,687,1,0,0,0,15,4,2013,5447.87
993,4,912,1,1,0,0,4,12,2014,10174.16
780,6,349,1,0,0,0,29,6,2013,3072.72
1092,1,1086,1,0,0,0,23,6,2014,10329.23
142,1,705,1,1,0,1,14,4,2014,8133.16
37,4,752,1,0,0,0,23,5,2013,6189.15
935,4,630,1,1,0,0,23,1,2014,5894.27
785,5,462,1,0,0,0,14,6,2013,4607.88
976,5,678,1,0,0,0,23,1,2015,6377.74
397,7,0,0,0,0,0,9,6,2013,0.0
451,2,380,1,0,0,0,10,2,2015,4088.93
240,2,448,1,1,0,0,22,1,2013,5139.75
199,4,619,1,1,0,0,11,4,2013,7226.13
124,4,567,1,1,0,0,18,12,2014,5952.48
494,5,1186,1,1,0,0,26,4,2013,8247.22
1008,5,733,1,1,0,0,16,1,2015,5866.67
21,2,734,1,1,0,0,30,9,2014,8118.44
684,6,827,1,0,0,0,25,7,2015,8302.13
470,1,2016,1,1,0,0,1,6,2015,17772.92
866,7,0,0,0,0,0,28,4,2013,0.0
1083,1,484,1,1,0,0,13,4,2015,6279.58
201,5,458,1,1,0,0,21,3,2014,5341.76
971,5,797,1,0,0,1,25,7,2014,6305.98
846,1,781,1,1,0,0,21,1,2013,7422.61
795,4,317,1,0,0,1,24,7,2014,2853.5
545,1,1070,1,0,0,0,30,9,2013,10038.78
285,4,0,0,0,3,1,25,12,2014,0.0
577,7,0,0,0,0,0,1,12,2013,0.0
541,2,0,0,0,1,1,1,1,2013,0.0
842,1,1191,1,1,0,0,27,4,2015,15108.72
206,4,458,1,0,0,1,3,1,2013,4169.27
161,5,883,1,1,0,1,10,10,2014,7698.93
40,1,762,1,1,0,0,18,11,2013,7505.77
918,1,553,1,0,0,0,7,7,2014,4696.32
468,2,630,1,0,0,0,9,12,2014,5661.73
600,6,652,1,0,0,0,14,9,2013,6384.11
864,1,683,1,1,0,0,14,7,2014,6683.13
491,6,556,1,0,0,0,16,5,2015,6536.61
580,3,1922,1,1,0,0,26,11,2014,13202.06
752,1,651,1,1,0,0,15,6,2015,8259.8
743,4,378,1,0,0,1,22,8,2013,3109.17
210,4,243,1,0,0,1,3,1,2013,2219.76
417,7,0,0,0,0,0,5,10,2014,0.0
804,1,607,1,1,0,1,30,3,2015,7274.36
314,5,672,1,1,0,0,3,5,2013,6890.08
235,1,642,1,1,0,0,8,4,2013,8657.7
848,7,0,0,0,0,0,20,1,2013,0.0
102,1,1525,1,1,0,0,15,12,2014,16558.79
779,1,488,1,0,0,1,9,2,2015,4167.01
416,4,1076,1,0,0,0,17,10,2013,7782.16
595,3,1445,1,0,0,0,10,9,2014,10764.05
840,5,1166,1,1,0,0,8,5,2015,7993.41
703,6,264,1,0,0,0,23,11,2013,2683.92
610,7,0,0,0,0,0,26,10,2014,0.0
912,6,822,1,0,0,0,8,6,2013,6681.48
599,7,0,0,0,0,0,5,5,2013,0.0
931,4,583,1,1,0,0,2,10,2014,6195.4
152,1,749,1,1,0,0,21,1,2013,7792.36
950,5,0,0,1,2,1,3,4,2015,0.0
1067,6,458,1,0,0,0,8,3,2014,4762.75
1035,2,765,1,1,0,0,7,10,2014,7113.1
459,4,1276,1,1,0,0,19,2,2015,10282.58
161,4,755,1,1,0,0,10,10,2013,6951.3
693,4,552,1,1,0,0,12,9,2013,7383.72
435,6,239,1,0,0,0,28,12,2013,2310.35
109,6,682,1,0,0,0,14,2,2015,6326.79
88,7,0,0,0,0,0,22,3,2015,0.0
230,5,881,1,0,0,0,23,1,2015,6935.97
462,4,0,0,0,1,0,29,5,2014,0.0
901,5,703,1,0,0,1,30,5,2014,6284.51
449,1,1397,1,0,0,0,9,2,2015,9119.78
98,5,520,1,0,0,0,15,5,2015,5102.97
1088,5,593,1,1,0,0,17,4,2015,6225.92
1026,5,1178,1,0,0,0,19,4,2013,8517.82
428,4,451,1,0,0,0,13,2,2014,4937.24
662,4,600,1,0,0,1,11,7,2013,5268.3
395,5,541,1,0,0,0,21,11,2014,4997.27
238,4,1049,1,0,0,0,14,11,2013,6666.65
366,2,780,1,1,0,0,30,6,2015,10531.39
962,1,814,1,0,0,0,23,6,2014,5719.9
803,6,389,1,0,0,0,22,3,2014,4097.47
968,6,609,1,0,0,0,22,11,2014,5233.68
261,5,1250,1,1,0,0,5,12,2014,11502.49
559,6,343,1,0,0,0,31,1,2015,3396.53
708,4,426,1,0,0,1,2,1,2014,4029.82
723,4,539,1,1,0,0,26,9,2013,6192.69
579,2,678,1,0,0,0,18,11,2014,5324.39
1082,1,1211,1,1,0,0,13,5,2013,9581.86
951,5,853,1,1,0,0,3,5,2013,8904.2
231,3,390,1,1,0,0,9,1,2013,5008.9
984,7,0,0,0,0,0,27,7,2014,0.0
776,1,0,0,0,1,0,9,6,2014,0.0
558,5,539,1,1,0,0,25,1,2013,4818.07
15,7,0,0,0,0,0,5,4,2015,0.0
502,2,1525,1,0,0,0,26,5,2015,10050.91
665,6,763,1,0,0,0,20,6,2015,6679.22
1038,2,376,1,0,0,0,9,7,2013,3768.12
725,3,490,1,0,0,1,26,6,2013,4620.62
297,1,950,1,1,0,0,3,3,2014,10850.34
864,6,351,1,0,0,0,8,11,2014,2851.4
478,5,870,1,1,0,1,31,7,2015,9574.41
196,1,676,1,0,0,1,13,10,2014,4798.27
819,1,544,1,0,0,0,10,3,2014,5460.22
311,2,773,1,0,0,0,24,3,2015,5775.9
983,7,0,0,0,0,0,13,10,2013,0.0
286,6,294,1,0,0,0,1,11,2014,2657.06
509,7,0,0,0,0,0,27,4,2014,0.0
525,3,929,1,1,0,0,3,9,2014,8882.8
34,1,957,1,0,0,0,19,1,2015,7409.21
798,1,1263,1,1,0,0,13,4,2015,12871.27
750,1,441,1,1,0,0,18,2,2013,5346.18
857,6,1142,1,0,0,0,21,2,2015,8845.81
840,1,1364,1,1,0,1,29,7,2013,12315.52
914,3,1015,1,0,0,0,10,9,2014,7681.71
1074,4,567,1,1,0,0,22,5,2014,5476.57
1041,6,602,1,0,0,0,23,2,2013,5637.14
704,3,1016,1,0,0,0,12,3,2014,8825.4
262,2,2932,1,1,0,0,14,4,2015,18856.73
842,3,1397,1,1,0,1,14,8,2013,18135.91
52,3,340,1,0,0,0,14,5,2014,4635.05
864,2,581,1,0,0,0,11,2,2014,3828.92
459,1,1078,1,0,0,1,20,7,2015,7993.47
675,4,1024,1,1,0,1,28,3,2013,10750.39
989,7,0,0,0,0,0,23,2,2014,0.0
385,5,644,1,1,0,0,21,3,2014,7413.12
829,5,730,1,1,0,1,22,8,2014,6750.82
102,6,883,1,0,0,0,7,2,2015,8654.43
42,3,1062,1,0,0,1,8,4,2015,8847.01
719,6,627,1,0,0,0,28,12,2013,6305.17
690,2,838,1,0,0,1,21,5,2013,5763.18
671,6,484,1,0,0,0,24,1,2015,4672.98
729,5,1304,1,0,0,0,10,5,2013,10956.46
1064,7,0,0,0,0,0,11,1,2015,0.0
978,3,858,1,0,0,0,12,3,2014,6002.35
469,2,1371,1,1,0,0,27,1,2015,11697.75
147,5,863,1,1,0,0,22,5,2015,8701.92
754,4,1036,1,1,0,0,27,11,2014,9371.51
1015,7,0,0,0,0,0,5,1,2014,0.0
765,7,0,0,0,0,0,16,3,2014,0.0
869,7,0,0,0,0,0,14,12,2014,0.0
938,5,897,1,0,0,0,11,7,2014,7445.58
243,6,789,1,0,0,0,8,2,2014,6654.79
189,3,775,1,1,0,0,17,9,2014,8700.18
270,7,0,0,0,0,0,22,12,2013,0.0
258,5,538,1,1,0,0,8,3,2013,5831.07
166,2,898,1,1,0,1,22,10,2013,8005.69
401,5,609,1,1,0,0,26,4,2013,5792.13
723,7,0,0,0,0,1,28,12,2014,0.0
537,4,563,1,0,0,0,13,6,2013,4768.16
893,2,793,1,1,0,0,21,1,2014,7830.66
981,3,650,1,1,0,0,24,4,2013,7072.35
195,6,1451,1,0,0,0,2,3,2013,11048.62
892,4,1131,1,1,0,1,2,4,2015,11724.52
1090,3,815,1,0,0,0,12,3,2014,6030.12
453,4,634,1,0,0,0,11,12,2014,5674.12
1051,1,1052,1,0,0,0,23,3,2015,7374.33
387,1,1527,1,1,0,0,17,3,2014,14843.95
1057,6,705,1,0,0,0,21,2,2015,6494.46
479,1,1227,1,0,0,0,24,3,2014,9557.47
404,4,651,1,1,0,0,21,11,2013,5429.45
458,2,733,1,1,0,0,3,3,2015,7516.83
423,3,2012,1,1,0,1,27,3,2013,11086.47
263,1,373,1,1,0,0,15,7,2013,4345.15
240,2,491,1,1,0,0,9,4,2013,5524.57
351,4,407,1,0,0,0,19,9,2013,4267.34
5,7,0,0,0,0,0,22,3,2015,0.0
1074,4,485,1,0,0,0,12,3,2015,4043.2
924,5,609,1,1,0,0,31,5,2013,7300.01
787,5,1785,1,1,0,0,20,12,2013,18273.97
440,5,620,1,1,0,0,21,6,2013,5871.02
940,7,0,0,0,0,0,16,2,2014,0.0
434,7,0,0,0,0,0,16,3,2014,0.0
345,7,0,0,0,0,0,4,5,2014,0.0
579,3,866,1,1,0,1,28,8,2013,8583.62
876,7,0,0,0,0,0,24,3,2013,0.0
732,2,792,1,1,0,0,4,6,2013,8192.33
953,6,244,1,0,0,0,4,7,2015,2271.88
753,4,692,1,0,0,0,20,11,2014,6905.56
866,3,378,1,0,0,0,10,9,2014,4879.54
782,3,431,1,0,0,0,13,2,2013,4293.33
541,2,724,1,0,0,0,24,2,2015,5510.39
116,1,850,1,1,0,0,12,1,2015,9386.46
727,2,435,1,0,0,1,9,7,2013,4177.12
65,7,0,0,0,0,0,7,6,2015,0.0
734,1,938,1,1,0,1,25,3,2013,9057.01
550,4,351,1,0,0,1,4,4,2013,3801.32
843,2,1164,1,1,0,0,22,1,2013,10420.62
313,1,671,1,0,0,0,6,7,2015,6806.33
707,5,962,1,0,0,0,18,10,2013,7563.46
470,6,1766,1,0,0,0,22,2,2014,11802.11
382,3,481,1,0,0,0,25,3,2015,4698.2
946,2,475,1,0,0,0,20,8,2013,3846.3
941,6,442,1,0,0,0,14,6,2014,3798.18
